id,name,address,type_code,industry,port,lng,lat,pname,cityname,adname
B0FFMFJZ2Y,郑州凤凰茶城(青年路店),升龙凤凰城C区(凤凰台南地铁站D1口步行160米),购物服务;综合市场;农副产品市场|生活服务;生活服务场所;生活服务场所,其他行业,消费端,113.707587,34.741448,河南省,郑州市,金水区
B0KARAGJRM,上东国际,郑东新区芦医庙大街与老薛庵路交叉口东200米,商务住宅;楼宇;商务写字楼|购物服务;购物相关场所;购物相关场所,其他行业,消费端,113.853406,34.773876,河南省,郑州市,中牟县
B01731E0M1,裕华广场(三全路),三全路与长兴路交会处西北角,购物服务;商场;购物中心|购物服务;商场;普通商场,零售业,消费端,113.624802,34.83322,河南省,郑州市,惠济区
B0FFKM4GWY,信万广场,国基路87号,购物服务;商场;购物中心|购物服务;体育用品店;体育用品店|生活服务;生活服务场所;生活服务场所,零售业,消费端,113.647244,34.819151,河南省,郑州市,金水区
B01730JPRL,嵩阳景区,太室路与少室路交叉口北50米,风景名胜;风景名胜;风景名胜,其他行业,消费端,113.036664,34.498949,河南省,郑州市,登封市
B0FFF90W50,中原第一城,郑密路,购物服务;综合市场;综合市场,其他行业,消费端,113.588264,34.683056,河南省,郑州市,二七区
B01730489F,康百万庄园,康店镇庄园路59号,风景名胜;风景名胜;国家级景点,其他行业,消费端,112.950939,34.762906,河南省,郑州市,巩义市
B01730I1AG,红星美凯龙中原全球家居1号店,商都路1号,购物服务;家居建材市场;家具建材综合市场,建筑业,制造端,113.728779,34.745745,河南省,郑州市,金水区
B01730I9X0,五指岭,口五路,地名地址信息;自然地名;山|风景名胜;风景名胜;风景名胜,其他行业,消费端,113.169817,34.599545,河南省,郑州市,巩义市
B01731DTNW,郑州站东广场,大同路与一马路交汇处,风景名胜;公园广场;城市广场,其他行业,消费端,113.661807,34.746682,河南省,郑州市,二七区
B0H6HCGA56,月湖广场,迎宾路街道新城路与文创路交叉口西北角,购物服务;商场;普通商场,零售业,消费端,113.637351,34.870225,河南省,郑州市,惠济区
B0173042DA,郑州市绿城广场,兴华北街16-4号(绿城广场地铁站C口步行180米),风景名胜;公园广场;城市广场,其他行业,消费端,113.629954,34.746381,河南省,郑州市,二七区
B0FFHI4OAM,乐尚天地生活广场,经开第五大街与经南三路交汇处,购物服务;商场;普通商场,零售业,消费端,113.754736,34.713636,河南省,郑州市,管城回族区
B01730ILOT,河南中博家居中心,未来路89号,购物服务;家居建材市场;家具城,建筑业,制造端,113.706823,34.744406,河南省,郑州市,管城回族区
B0173042C6,世贸购物中心,一马路,购物服务;商场;购物中心,零售业,消费端,113.665916,34.740748,河南省,郑州市,二七区
B0G27MC69R,云尚,商都路辅路与康平路向南50米路西,体育休闲服务;娱乐场所;KTV|购物服务;商场;商场,零售业,消费端,113.759965,34.745213,河南省,郑州市,管城回族区
B0FFI1OSJN,登封大熊山仙人谷景区,徐庄镇013乡道,风景名胜;风景名胜;国家级景点,其他行业,消费端,113.129525,34.280154,河南省,郑州市,登封市
B01730K4GG,丹尼斯7天地,[],购物服务;商场;购物中心,零售业,消费端,113.72293,34.778035,河南省,郑州市,金水区
B017316M5M,郑州黄河国家湿地公园,黄河大堤,风景名胜;风景名胜;风景名胜,其他行业,消费端,113.654863,34.908128,河南省,郑州市,惠济区
B0FFHE3G9U,郑州华联商厦,二七路230号(二七广场地铁站L口步行190米),购物服务;商场;购物中心,零售业,消费端,113.66594,34.753271,河南省,郑州市,二七区
B0FFGHPG76,郑州蝶湖公园,蝶湖东一街,风景名胜;风景名胜相关;旅游景点,旅游业,消费端,113.77854,34.683794,河南省,郑州市,管城回族区
B0KKHR2OBX,鲜风生活(郑州尚座中心店),祥盛街30号尚座中心B馆1层B1001号,购物服务;超级市场;超市,零售业,消费端,113.757413,34.76409,河南省,郑州市,金水区
B0I2HC7JI2,小马高原,伏羲山凤泉湖景区内(东侧),风景名胜;风景名胜相关;旅游景点,旅游业,消费端,113.233521,34.595734,河南省,郑州市,新密市
B0FFHE0ZUQ,龙湖万佳商业广场,双湖大道11号(居易国际城对面),购物服务;商场;普通商场,零售业,消费端,113.715633,34.61269,河南省,郑州市,新郑市
B0173049F0,嵩阳书院,嵩阳南路,风景名胜;风景名胜;国家级景点,其他行业,消费端,113.033552,34.480289,河南省,郑州市,登封市
B01730JKPI,丹尼斯大卖场微型消防站(丹尼斯6天地店),商务内环路与众意路交叉口南100米路西,购物服务;商场;购物中心|购物服务;商场;普通商场,零售业,消费端,113.720844,34.776744,河南省,郑州市,金水区
B0HGN5N7XK,朗悦新悦荟,高新区长椿路与红桦街交叉口西北角,购物服务;商场;普通商场,零售业,消费端,113.541172,34.830852,河南省,郑州市,中原区
B0FFICJF97,河南艺术中心-文化广场,商城路176-177号,风景名胜;公园广场;城市广场,其他行业,消费端,113.724036,34.770705,河南省,郑州市,金水区
B0FFGLGQNN,世纪城时代广场,建设路与青年路交叉口南100米东侧,购物服务;商场;商场,零售业,消费端,114.01829,34.723456,河南省,郑州市,中牟县
B01730432A,黄帝故里,轩辕路1号,风景名胜;风景名胜;国家级景点,其他行业,消费端,113.727051,34.400213,河南省,郑州市,新郑市
B01730IMDU,华城国际中心,大学路80号,购物服务;商场;普通商场,零售业,消费端,113.64328,34.738695,河南省,郑州市,二七区
B0L6CACV7F,永辉超市(大学路店),大学路30号(医学院地铁站P口步行140米),购物服务;超级市场;超市,零售业,消费端,113.644462,34.745256,河南省,郑州市,二七区
B0HGOCUCLA,云上牧场,红石林景区内(北侧),风景名胜;风景名胜;风景名胜,其他行业,消费端,113.254831,34.597245,河南省,郑州市,新密市
B0FFGWPR3T,大观国贸,乔家门路1号,购物服务;综合市场;综合市场,其他行业,消费端,113.66738,34.743757,河南省,郑州市,管城回族区
B0FFKFORF1,智汇城,东风路文博西路(白庙地铁站E口步行280米),购物服务;商场;普通商场|商务住宅;商务住宅相关;商务住宅相关|生活服务;生活服务场所;生活服务场所,零售业,消费端,113.671274,34.797891,河南省,郑州市,金水区
B0FFHWVAX8,郑州树木园,316省道,风景名胜;风景名胜;风景名胜,其他行业,消费端,113.555864,34.670784,河南省,郑州市,二七区
B0FFH1RZQ2,双桥五金机电汽配城,008乡道与江山路交叉口西南260米,购物服务;家居建材市场;建材五金市场,建筑业,制造端,113.592554,34.857083,河南省,郑州市,惠济区
B0FFFZW868,中灵山,城西25公里处颍阳镇境内,风景名胜;风景名胜相关;旅游景点,旅游业,消费端,112.801221,34.485141,河南省,郑州市,登封市
B0FFH6PHBB,华丰建材交易中心,航海东路,购物服务;家居建材市场;建材五金市场,建筑业,制造端,113.877842,34.71727,河南省,郑州市,中牟县
B0FFMAZYVA,汇美茂购物中心,银莺路76号,购物服务;商场;普通商场|购物服务;超级市场;超市,零售业,消费端,113.700212,34.703966,河南省,郑州市,管城回族区
B017316H7O,大润发(陇海店),紫荆山路与陇海东路交叉口东北角,购物服务;超级市场;超市,零售业,消费端,113.683209,34.740424,河南省,郑州市,管城回族区
B017315YDN,锦荣商贸城,乔家门路30号,购物服务;综合市场;综合市场,其他行业,消费端,113.668691,34.741642,河南省,郑州市,管城回族区
B0FFMDY75G,郑州二砂文化创意园,华山路与颍河西路交叉口西500米路北,风景名胜;风景名胜;风景名胜,其他行业,消费端,113.593681,34.743255,河南省,郑州市,中原区
B0FFHBLFXZ,双鹤湖中央公园,郑州航空港区梁州大道西侧,风景名胜;公园广场;公园,其他行业,消费端,113.85781,34.402549,河南省,郑州市,新郑市
B0FFFYIE8I,CBD广场,商务内环路中央公园1号国际商务会展中心,商务住宅;楼宇;楼宇相关|风景名胜;风景名胜相关;旅游景点,旅游业,消费端,113.728667,34.769628,河南省,郑州市,金水区
B0J2PS99C2,明伦岛,侯寨乡鲁河明伦岛A区9号楼,风景名胜;风景名胜;风景名胜,其他行业,消费端,113.570941,34.714655,河南省,郑州市,二七区
B0FFGVEJYR,中国郑州建材大世界,东建材大世界六区23-25号,购物服务;家居建材市场;建材五金市场,建筑业,制造端,113.724217,34.744554,河南省,郑州市,金水区
B0FFIEDPRG,新田360广场(新郑新壹城店),创业路与政通路交汇处(轩辕湖公园北),购物服务;商场;普通商场,零售业,消费端,113.74361,34.420658,河南省,郑州市,新郑市
B017316H7O,大润发(陇海店),紫荆山路与陇海东路交叉口东北角,购物服务;超级市场;超市,零售业,消费端,113.683209,34.740424,河南省,郑州市,管城回族区
B017316HAT,樱桃沟景区,侯寨乡凤栖南路,风景名胜;风景名胜;国家级景点,其他行业,消费端,113.595447,34.612593,河南省,郑州市,二七区
B01730I1KX,环翠峪风景名胜区,神仙洞景区北,风景名胜;风景名胜;省级景点,其他行业,消费端,113.27097,34.636245,河南省,郑州市,荥阳市
B017315YDN,锦荣商贸城,乔家门路30号,购物服务;综合市场;综合市场,其他行业,消费端,113.668691,34.741642,河南省,郑州市,管城回族区
B0FFMDY75G,郑州二砂文化创意园,华山路与颍河西路交叉口西500米路北,风景名胜;风景名胜;风景名胜,其他行业,消费端,113.593681,34.743255,河南省,郑州市,中原区
B0FFHBLFXZ,双鹤湖中央公园,郑州航空港区梁州大道西侧,风景名胜;公园广场;公园,其他行业,消费端,113.85781,34.402549,河南省,郑州市,新郑市
B0FFFYIE8I,CBD广场,商务内环路中央公园1号国际商务会展中心,商务住宅;楼宇;楼宇相关|风景名胜;风景名胜相关;旅游景点,旅游业,消费端,113.728667,34.769628,河南省,郑州市,金水区
B0J2PS99C2,明伦岛,侯寨乡鲁河明伦岛A区9号楼,风景名胜;风景名胜;风景名胜,其他行业,消费端,113.570941,34.714655,河南省,郑州市,二七区
B0FFGVEJYR,中国郑州建材大世界,东建材大世界六区23-25号,购物服务;家居建材市场;建材五金市场,建筑业,制造端,113.724217,34.744554,河南省,郑州市,金水区
B0FFIEDPRG,新田360广场(新郑新壹城店),创业路与政通路交汇处(轩辕湖公园北),购物服务;商场;普通商场,零售业,消费端,113.74361,34.420658,河南省,郑州市,新郑市
B0G3ZZPW0B,郑州华南城,[],购物服务;商场;普通商场|购物服务;综合市场;综合市场|商务住宅;楼宇;商住两用楼宇|购物服务;家居建材市场;建材五金市场,建筑业,制造端,113.734963,34.601416,河南省,郑州市,新郑市
B0FFFES65J,青龙山生态文化旅游区,大峪沟镇民权村(距巩义市区20余公里),风景名胜;风景名胜;风景名胜,其他行业,消费端,113.06686,34.676803,河南省,郑州市,巩义市
B01730IGN2,郑州天旺广场,东风路38号,购物服务;商场;普通商场,零售业,消费端,113.64171,34.797717,河南省,郑州市,金水区
B0FFM5T0Q6,贾鲁河公园,丹水大道与渠南路交叉口正南方向938米,风景名胜;公园广场;公园,其他行业,消费端,113.575834,34.72539,河南省,郑州市,中原区
B0FFF4KBZL,鑫苑·鑫都汇,陇海中路100号,购物服务;商场;商场,零售业,消费端,113.651091,34.735742,河南省,郑州市,二七区
B0FFH0RWQX,中部两岸海鲜市场,花园口镇北四环与中州大道交叉口,购物服务;综合市场;水产海鲜市场,其他行业,消费端,113.672243,34.886037,河南省,郑州市,惠济区
B01731A16S,郑州丰乐五金机电城,博颂路与索凌路的交汇处往西200米,购物服务;家居建材市场;建材五金市场,建筑业,制造端,113.634629,34.807479,河南省,郑州市,金水区
B0FFHEIG0V,金多银多珠宝,紫荆山路东大街(东大街地铁站D口旁),购物服务;专卖店;珠宝首饰工艺品,其他行业,消费端,113.681271,34.74859,河南省,郑州市,管城回族区
B0FFF90F8L,天健湖公园,枫香街与创新大道交叉口西北侧,风景名胜;公园广场;公园,其他行业,消费端,113.482993,34.81719,河南省,郑州市,中原区
B0FFI69VVQ,星光城购物中心,郑汴路127号(凤凰台地铁站A口旁),购物服务;商场;普通商场,零售业,消费端,113.715103,34.746091,河南省,郑州市,金水区
B0KKXMYKU7,鲜风生活(郑州印象汇店),中州大道1188号印象汇(金水区店)B1层,购物服务;超级市场;超市,零售业,消费端,113.724879,34.749211,河南省,郑州市,金水区
B017316OEY,家家欣购物中心(锦荣店),航空港区郑港七路与郑港四街交叉口,购物服务;商场;购物中心,零售业,消费端,113.860461,34.563565,河南省,郑州市,中牟县
B01730ISCL,五一公园,文化宫路68号(五一公园地铁站D2口步行440米),风景名胜;公园广场;公园,其他行业,消费端,113.617872,34.753615,河南省,郑州市,中原区
B017306LNL,神仙洞景区,尖山乡神仙洞村沙一丁路,风景名胜;风景名胜;风景名胜,其他行业,消费端,113.268863,34.619631,河南省,郑州市,新密市
B01730ITEZ,杜甫故里文化园,站街镇杜甫前街中段,风景名胜;风景名胜;纪念馆,其他行业,消费端,113.063323,34.794819,河南省,郑州市,巩义市
B0FFI2GH98,汇艺银河里,商鼎路77号,购物服务;商场;普通商场|商务住宅;商务住宅相关;商务住宅相关,零售业,消费端,113.770269,34.75415,河南省,郑州市,管城回族区
B017316QWP,硅谷广场,文化路82号,购物服务;商场;购物中心,零售业,消费端,113.665272,34.796452,河南省,郑州市,金水区
B01730414B,紫荆山百货,紫荆山路1号,购物服务;商场;购物中心,零售业,消费端,113.681219,34.762398,河南省,郑州市,金水区
B017304897,三皇山桃花峪旅游区,"广武镇桃花峪风景区(黄河风景名胜区西侧,黄河岸边)",风景名胜;风景名胜;省级景点,其他行业,消费端,113.493979,34.944512,河南省,郑州市,荥阳市
B0FFFR0455,Apple 郑州万象城,民主路10号郑州万象城2层,购物服务;家电电子卖场;数码电子,制造业,消费端,113.662952,34.754429,河南省,郑州市,二七区
B0IB2CT0E0,大卫城,西太康路与二七路交叉口西南角二七路136到150号,购物服务;商场;普通商场|商务住宅;住宅区;住宅小区|地名地址信息;热点地名;热点地名,零售业,消费端,113.666031,34.758202,河南省,郑州市,金水区
B0FFGK3R7X,丹尼斯5天地,众意西路与商务内环路辅路交叉口西100米,购物服务;商场;普通商场,零售业,消费端,113.719406,34.774655,河南省,郑州市,金水区
B0FFI6OU4A,巩义石窟寺,河洛镇寺湾村,风景名胜;风景名胜;寺庙道观|风景名胜;风景名胜;国家级景点,其他行业,消费端,113.033761,34.821507,河南省,郑州市,巩义市
B017316BC5,郑州信基调味食品城,江山路信基调味食品城食化区A20号,购物服务;综合市场;农副产品市场,其他行业,消费端,113.607236,34.835103,河南省,郑州市,惠济区
B0FFIMTR2P,浮戏山雪花洞风景区,口五路南侧浮戏山风景名胜区,风景名胜;风景名胜;风景名胜,其他行业,消费端,113.190801,34.625473,河南省,郑州市,巩义市
B0FFGGZJTY,锦艺城C区,棉纺西路与秦岭路交汇处东50米路北,购物服务;商场;购物中心,零售业,消费端,113.605931,34.763224,河南省,郑州市,中原区
B0FFGE6DW6,大旺城购物中心,畅和街(祭城地铁站D口步行410米),购物服务;商场;购物中心,零售业,消费端,113.769378,34.779797,河南省,郑州市,金水区
B01731AD3W,丹尼斯2天地,商务内环路4号丹尼斯二天地,购物服务;商场;购物中心|购物服务;商场;普通商场,零售业,消费端,113.721801,34.76869,河南省,郑州市,金水区
B0KG9Z5FBE,永辉超市(裕华广场店),三全路76号靠近裕华广场(三全路),购物服务;超级市场;超市,零售业,消费端,113.624905,34.832869,河南省,郑州市,惠济区
B0FFFQ7F60,锦艺城购物中心B区,棉纺西路23号,购物服务;商场;购物中心|购物服务;商场;普通商场,零售业,消费端,113.610084,34.762093,河南省,郑州市,中原区
B017316CS3,郑州信基调味品城冻品市场,江山路与连霍高速交叉口,购物服务;综合市场;农副产品市场,其他行业,消费端,113.607613,34.833532,河南省,郑州市,惠济区
B0FFFCLJNL,三皇寨,西南15公里的少室山西南侧,风景名胜;风景名胜;风景名胜,其他行业,消费端,112.952063,34.473496,河南省,郑州市,登封市
B0FFJAG2IV,福都百货(航海路店),航海东路六十三中对面,购物服务;商场;普通商场|购物服务;商场;购物中心|购物服务;便民商店/便利店;便民商店/便利店,零售业,消费端,113.70069,34.71981,河南省,郑州市,管城回族区
B0FFFOWAD3,象湖生态湿地公园,郑东新区郑开大道,风景名胜;公园广场;公园,其他行业,消费端,113.87406,34.778664,河南省,郑州市,中牟县
B0FFIWM1M2,美景龙堂·欢乐广场,中州大道与航海路交叉口东北角,购物服务;商场;普通商场,零售业,消费端,113.719087,34.721882,河南省,郑州市,管城回族区
B01730JLT9,陈砦花卉市场(A区),中方园路320号,购物服务;花鸟鱼虫市场;花卉市场|购物服务;专卖店;专营店,其他行业,消费端,113.654861,34.818125,河南省,郑州市,金水区
B0GURMMOFC,郑州商都遗址博物院,东大街366号,风景名胜;公园广场;公园|科教文化服务;博物馆;博物馆,其他行业,消费端,113.686762,34.746546,河南省,郑州市,管城回族区
B0FFF35REO,古柏渡飞黄旅游区(暂停开放),王村镇,风景名胜;风景名胜;国家级景点,其他行业,消费端,113.230696,34.880692,河南省,郑州市,荥阳市
B0IRSM9T5F,水墨香山旅游区,大冶镇周山村一组,风景名胜;风景名胜;风景名胜,其他行业,消费端,113.289387,34.428261,河南省,郑州市,登封市
B017305563,黄河花园口旅游区,防汛拥军路与黄古线交叉口西北50米,风景名胜;风景名胜;省级景点,其他行业,消费端,113.676636,34.903629,河南省,郑州市,惠济区
B0IRSM9T5F,水墨香山旅游区,大冶镇周山村一组,风景名胜;风景名胜;风景名胜,其他行业,消费端,113.289387,34.428261,河南省,郑州市,登封市
B0FFJ38TEA,小龙池,浮戏山雪花洞景区口五路,风景名胜;风景名胜;风景名胜,其他行业,消费端,113.181207,34.657992,河南省,郑州市,巩义市
B01730J4AI,如意湖景区,商务内环路11号,风景名胜;风景名胜;风景名胜,其他行业,消费端,113.724204,34.772895,河南省,郑州市,金水区
B017315T91,麦德龙(郑州郑东商场),澳柯玛郑州国际物流园内(通泰路地铁站B口步行450米),购物服务;超级市场;麦德龙,其他行业,消费端,113.736221,34.74701,河南省,郑州市,金水区
B0FFM5LENV,华祥国贸购物中心,双湖大道与龙湖大道交汇处,购物服务;商场;商场,零售业,消费端,113.681611,34.6111,河南省,郑州市,新郑市
B0FFHWG0WX,蝴蝶谷,水峪沟北,风景名胜;风景名胜;风景名胜,其他行业,消费端,113.152599,34.653076,河南省,郑州市,巩义市
B0FFJGURDQ,淘气堡新天地,嵩山路南彩路交叉口西150米路南,购物服务;商场;商场,零售业,消费端,113.62558,34.68316,河南省,郑州市,二七区
B0FFF8PMCM,黄河富景生态世界,黄河东滩区,风景名胜;风景名胜;省级景点,其他行业,消费端,113.745115,34.905107,河南省,郑州市,惠济区
B01730KBB3,星月时代广场,新兴路45号,购物服务;商场;普通商场,零售业,消费端,112.984909,34.754785,河南省,郑州市,巩义市
B01731AALK,丹尼斯3天地,商务内环路5号,购物服务;商场;购物中心,零售业,消费端,113.719555,34.771239,河南省,郑州市,金水区
B0FFH7UX6V,龙湖里,九如路(龙湖中环南地铁站B口步行350米),购物服务;特色商业街;特色商业街,其他行业,消费端,113.741947,34.791067,河南省,郑州市,金水区
B0IAAC9YYI,嵩顶高山草甸,[],风景名胜;风景名胜相关;旅游景点,旅游业,消费端,112.997121,34.526724,河南省,郑州市,巩义市
B0LBNCSQPD,北龙湖湿地公园沙滩,郑州龙湖湿地公园,风景名胜;风景名胜;风景名胜,其他行业,消费端,113.714109,34.823861,河南省,郑州市,金水区
B0FFLK4GO0,永辉超市(信万广场店),丰庆路国基路交叉口信万广场B1层,购物服务;超级市场;超市,零售业,消费端,113.647914,34.819344,河南省,郑州市,金水区
B0FFHCJEY9,凤凰幸福城,青年路145号环球大厦C座,购物服务;商场;普通商场,零售业,消费端,113.709603,34.740596,河南省,郑州市,金水区
B0FFFYDQ0C,浮戏山风景名胜区,口五路南侧,风景名胜;风景名胜相关;旅游景点,旅游业,消费端,113.196016,34.677282,河南省,郑州市,巩义市
B0HALZ3QVS,盒马鲜生(新田360广场绿地新都会店),绿地新都会·新田360广场A馆2层,购物服务;超级市场;超市,零售业,消费端,113.767131,34.770099,河南省,郑州市,金水区
B0FFM1YDZP,永辉超市(郑州市盛华里店),航海路与第五大街交叉口西北角盛华里负一层,购物服务;超级市场;超市,零售业,消费端,113.75299,34.72164,河南省,郑州市,管城回族区
B0FFL843UO,郑州东区万达坊,商都路十里铺建业5D生活馆,购物服务;商场;普通商场,零售业,消费端,113.731077,34.745612,河南省,郑州市,金水区
B0FFGH2XOY,锦艺城购物中心A区,棉纺西路4号附3号,购物服务;商场;购物中心,零售业,消费端,113.612587,34.761703,河南省,郑州市,中原区
B0173002E8,中原商贸城,嵩山北路28号(碧沙岗地铁站B口步行150米),购物服务;商场;普通商场,零售业,消费端,113.626368,34.753174,河南省,郑州市,中原区
B01730KA8I,郑州居然之家(商都店),商都路6号(通泰路地铁站E口旁),购物服务;家居建材市场;家具建材综合市场|购物服务;家居建材市场;家具城,建筑业,制造端,113.733913,34.748912,河南省,郑州市,金水区
B0FFHQ12E1,凤凰城-北城,郑汴路125号(凤凰台地铁站B口步行360米),购物服务;家居建材市场;建材五金市场|购物服务;家居建材市场;家具城,建筑业,制造端,113.71313,34.745578,河南省,郑州市,金水区
B0FFHEX94N,龙湖商业广场,文昌路与泰山路交叉口向南150米路西,购物服务;商场;购物中心,零售业,消费端,113.686881,34.598917,河南省,郑州市,新郑市
B0FFI972TP,郑州通讯大世界,陇海东路181号,购物服务;家电电子卖场;手机销售|购物服务;家电电子卖场;数码电子,零售业,消费端,113.666619,34.740163,河南省,郑州市,二七区
B0IR5SVHUJ,探十里(升龙金中环财富中心店),陇海西路338号(陇海西路地铁站A口步行180米),购物服务;商场;购物中心|购物服务;家电电子卖场;家电电子卖场,零售业,消费端,113.614647,34.735474,河南省,郑州市,中原区
B01730I9JJ,德化步行街,德化街85号附71号,购物服务;特色商业街;特色商业街,其他行业,消费端,113.666303,34.749703,河南省,郑州市,二七区
B0JBYAR1X4,郑州比亚迪工厂,航空港区030乡道,公司企业;公司企业;公司企业,其他行业,制造端,113.942281,34.38508,河南省,郑州市,新郑市
B0FFJKBY18,丹尼斯百货人民店,人民路2号丹尼斯百货(人民店)F3,购物服务;商场;普通商场|购物服务;超级市场;超市,零售业,消费端,113.675133,34.757064,河南省,郑州市,金水区
B0173080LC,丹尼斯(航海天地店),航海东路1228号,购物服务;超级市场;超市,零售业,消费端,113.737723,34.721837,河南省,郑州市,管城回族区
B01730IEGO,百脑汇数码广场,东风路52号,购物服务;家电电子卖场;数码电子,制造业,消费端,113.671385,34.798994,河南省,郑州市,金水区
B0FFKM4GWY,信万广场,国基路87号,购物服务;商场;购物中心|购物服务;体育用品店;体育用品店|生活服务;生活服务场所;生活服务场所,零售业,消费端,113.647244,34.819151,河南省,郑州市,金水区
B0KKHR2OBX,鲜风生活(郑州尚座中心店),祥盛街30号尚座中心B馆1层B1001号,购物服务;超级市场;超市,零售业,消费端,113.757413,34.76409,河南省,郑州市,金水区
B0FFF918TB,宇通新能源厂区,经开区新安路,公司企业;公司;公司|公司企业;工厂;工厂,制造业,生产端,113.865009,34.693265,河南省,郑州市,中牟县
B0L6CACV7F,永辉超市(大学路店),大学路30号(医学院地铁站P口步行140米),购物服务;超级市场;超市,零售业,消费端,113.644462,34.745256,河南省,郑州市,二七区
B0FFMAZYVA,汇美茂购物中心,银莺路76号,购物服务;商场;普通商场|购物服务;超级市场;超市,零售业,消费端,113.700212,34.703966,河南省,郑州市,管城回族区
B017316H7O,大润发(陇海店),紫荆山路与陇海东路交叉口东北角,购物服务;超级市场;超市,零售业,消费端,113.683209,34.740424,河南省,郑州市,管城回族区
B0KKXMYKU7,鲜风生活(郑州印象汇店),中州大道1188号印象汇(金水区店)B1层,购物服务;超级市场;超市,零售业,消费端,113.724879,34.749211,河南省,郑州市,金水区
B0JUJUTBKK,中铁·泰和里,陇海中路13号,购物服务;特色商业街;特色商业街,其他行业,消费端,113.657545,34.738409,河南省,郑州市,二七区
B0FFFX1DQF,迪卡侬(京广店),京广南路59号中陆广场1层,购物服务;体育用品店;体育用品店,其他行业,消费端,113.65871,34.70191,河南省,郑州市,二七区
B0173186K9,郑州宇通重工有限公司,九龙镇郑州经济技术开发区宇工路88号,公司企业;公司;公司,其他行业,消费端,113.86549,34.702475,河南省,郑州市,中牟县
B0FFFR0455,Apple 郑州万象城,民主路10号郑州万象城2层,购物服务;家电电子卖场;数码电子,制造业,消费端,113.662952,34.754429,河南省,郑州市,二七区
B0173188FJ,郑州双汇食品有限公司,航海东路1897号,公司企业;公司;公司,其他行业,消费端,113.841663,34.718244,河南省,郑州市,管城回族区
B0KG9Z5FBE,永辉超市(裕华广场店),三全路76号靠近裕华广场(三全路),购物服务;超级市场;超市,零售业,消费端,113.624905,34.832869,河南省,郑州市,惠济区
B0FFJAG2IV,福都百货(航海路店),航海东路六十三中对面,购物服务;商场;普通商场|购物服务;商场;购物中心|购物服务;便民商店/便利店;便民商店/便利店,零售业,消费端,113.70069,34.71981,河南省,郑州市,管城回族区
B01730JLT9,陈砦花卉市场(A区),中方园路320号,购物服务;花鸟鱼虫市场;花卉市场|购物服务;专卖店;专营店,其他行业,消费端,113.654861,34.818125,河南省,郑州市,金水区
B017315T91,麦德龙(郑州郑东商场),澳柯玛郑州国际物流园内(通泰路地铁站B口步行450米),购物服务;超级市场;麦德龙,其他行业,消费端,113.736221,34.74701,河南省,郑州市,金水区
B0FFF91RNT,白象食品集团(薛店大道),薛店镇工贸开发区,公司企业;公司;公司,其他行业,消费端,113.796571,34.48683,河南省,郑州市,新郑市
B0FFH7UX6V,龙湖里,九如路(龙湖中环南地铁站B口步行350米),购物服务;特色商业街;特色商业街,其他行业,消费端,113.741947,34.791067,河南省,郑州市,金水区
B0FFLK4GO0,永辉超市(信万广场店),丰庆路国基路交叉口信万广场B1层,购物服务;超级市场;超市,零售业,消费端,113.647914,34.819344,河南省,郑州市,金水区
B0FFH6L6WE,郑州煤矿机械集团股份有限公司(经开工业大道),经开第九大街167号,公司企业;公司;机械电子,制造业,消费端,113.770521,34.708074,河南省,郑州市,管城回族区
B0HALZ3QVS,盒马鲜生(新田360广场绿地新都会店),绿地新都会·新田360广场A馆2层,购物服务;超级市场;超市,零售业,消费端,113.767131,34.770099,河南省,郑州市,金水区
B0FFM1YDZP,永辉超市(郑州市盛华里店),航海路与第五大街交叉口西北角盛华里负一层,购物服务;超级市场;超市,零售业,消费端,113.75299,34.72164,河南省,郑州市,管城回族区
